x,y,demand
231,50,7
235,50,9
247,50,6
269,50,7
280,50,6
284,50,3
286,50,5
289,50,6
291,50,9
2,51,1
3,51,7
6,51,4
9,51,1
13,51,10
21,51,3
27,51,9
31,51,7
36,51,7
39,51,9
49,51,1
60,51,9
63,51,7
82,51,10
85,51,3
87,51,6
96,51,3
99,51,5
115,51,9
124,51,10
134,51,6
146,51,4
150,51,6
174,51,2
177,51,3
178,51,10
183,51,6
193,51,6
194,51,9
200,51,4
208,51,7
214,51,7
226,51,4
230,51,3
237,51,3
240,51,6
249,51,8
251,51,8
252,51,4
267,51,9
268,51,8
275,51,1
293,51,1
7,52,6
18,52,3
21,52,9
27,52,3
28,52,2
29,52,10
30,52,1
47,52,10
48,52,5
53,52,2
54,52,9
63,52,1
68,52,2
83,52,2
84,52,2
85,52,2
89,52,5
90,52,1
92,52,7
99,52,6
101,52,2
107,52,5
131,52,10
135,52,6
160,52,9
166,52,1
170,52,3
179,52,2
181,52,1
182,52,6
195,52,4
206,52,9
212,52,3
228,52,6
229,52,3
236,52,2
239,52,10
244,52,5
246,52,1
254,52,1
262,52,10
265,52,9
273,52,8
282,52,8
286,52,4
292,52,2
299,52,6
20,53,2
21,53,2
24,53,8
25,53,2
32,53,4
33,53,6
39,53,9
45,53,1
46,53,10
49,53,8
67,53,4
72,53,2
75,53,4
76,53,1
82,53,10
83,53,3
84,53,1
91,53,8
92,53,3
93,53,9
99,53,9
110,53,3
115,53,10
126,53,9
127,53,2
149,53,5
151,53,6
152,53,4
157,53,7
158,53,4
159,53,6
163,53,4
177,53,2
180,53,1
190,53,5
210,53,2
218,53,8
220,53,2
241,53,9
244,53,3
252,53,3
257,53,5
267,53,6
274,53,1
276,53,5
280,53,10
286,53,6
287,53,4
291,53,9
2,54,9
3,54,7
5,54,1
19,54,3
20,54,4
31,54,9
32,54,7
47,54,4
48,54,10
54,54,3
59,54,1
60,54,2
61,54,3
62,54,3
65,54,1
71,54,1
72,54,8
78,54,9
89,54,9
100,54,4
110,54,6
125,54,3
128,54,9
134,54,5
138,54,8
148,54,4
149,54,6
154,54,3
160,54,6
168,54,3
169,54,3
184,54,8
191,54,5
196,54,7
206,54,3
213,54,8
214,54,3
227,54,9
249,54,2
253,54,2
254,54,2
255,54,7
272,54,9
273,54,1
281,54,1
0,55,10
3,55,6
23,55,6
27,55,9
30,55,4
31,55,6
43,55,2
45,55,5
47,55,4
70,55,8
91,55,1
106,55,1
117,55,7
127,55,7
130,55,3
135,55,7
146,55,6
151,55,1
153,55,5
160,55,2
165,55,7
179,55,9
184,55,8
187,55,4
191,55,3
193,55,1
213,55,10
215,55,8
220,55,1
222,55,4
223,55,9
235,55,3
236,55,2
239,55,6
244,55,1
252,55,1
259,55,7
272,55,7
276,55,5
282,55,2
287,55,1
289,55,7
6,56,9
7,56,6
8,56,6
20,56,9
37,56,7
43,56,7
53,56,3
55,56,9
60,56,7
69,56,7
70,56,2
73,56,8
78,56,4
82,56,7
98,56,7
99,56,2
103,56,6
110,56,1
115,56,7
122,56,2
125,56,5
132,56,9
139,56,4
142,56,8
152,56,7
153,56,2
157,56,3
159,56,6
162,56,6
164,56,1
170,56,1
173,56,1
186,56,3
187,56,9
213,56,6
215,56,2
230,56,10
236,56,2
244,56,1
249,56,2
253,56,7
255,56,4
258,56,4
274,56,5
283,56,3
286,56,4
287,56,4
288,56,6
290,56,5
294,56,6
4,57,10
20,57,5
25,57,7
29,57,5
33,57,1
35,57,10
38,57,9
39,57,9
44,57,4
45,57,4
46,57,5
73,57,7
93,57,6
95,57,10
99,57,2
101,57,5
104,57,8
124,57,4
125,57,1
132,57,7
139,57,5
140,57,3
141,57,4
150,57,7
160,57,7
163,57,9
177,57,4
184,57,5
185,57,4
195,57,10
197,57,5
212,57,10
217,57,7
228,57,1
230,57,4
232,57,9
240,57,3
261,57,2
265,57,8
272,57,1
275,57,6
288,57,3
295,57,3
296,57,8
3,58,7
6,58,3
7,58,3
15,58,4
17,58,6
26,58,9
28,58,5
31,58,8
38,58,9
53,58,8
54,58,5
84,58,5
88,58,4
98,58,3
102,58,7
107,58,6
117,58,4
118,58,1
121,58,6
122,58,6
126,58,7
132,58,8
134,58,8
175,58,5
184,58,5
196,58,6
197,58,10
198,58,7
201,58,9
228,58,9
234,58,9
271,58,2
272,58,3
276,58,7
279,58,5
282,58,4
293,58,9
297,58,4
1,59,3
11,59,4
12,59,9
19,59,2
20,59,4
28,59,3
30,59,1
39,59,8
54,59,4
67,59,1
77,59,3
79,59,5
87,59,10
88,59,4
103,59,5
105,59,6
113,59,3
118,59,7
131,59,9
132,59,9
133,59,8
137,59,3
142,59,4
145,59,1
151,59,7
162,59,2
184,59,8
186,59,7
199,59,7
209,59,8
214,59,8
218,59,6
222,59,1
239,59,2
241,59,1
243,59,8
263,59,1
264,59,10
267,59,6
279,59,5
281,59,5
298,59,4
14,60,6
34,60,6
42,60,6
54,60,7
59,60,5
62,60,5
80,60,5
82,60,3
91,60,3
92,60,6
111,60,1
113,60,7
118,60,8
121,60,2
137,60,7
140,60,6
144,60,5
160,60,3
163,60,4
164,60,4
193,60,6
196,60,5
204,60,7
214,60,8
220,60,3
230,60,10
232,60,1
233,60,1
244,60,4
251,60,2
252,60,9
253,60,1
257,60,2
259,60,2
263,60,5
275,60,9
277,60,8
287,60,8
293,60,7
296,60,8
10,61,4
20,61,3
23,61,4
41,61,7
66,61,10
70,61,8
78,61,9
82,61,10
84,61,9
87,61,7
96,61,2
100,61,10
108,61,1
113,61,10
114,61,9
148,61,8
152,61,10
157,61,6
166,61,4
169,61,7
192,61,10
195,61,6
199,61,3
201,61,4
209,61,7
213,61,3
217,61,7
223,61,9
228,61,2
237,61,4
238,61,2
240,61,8
243,61,4
251,61,1
261,61,5
266,61,2
283,61,1
288,61,4
289,61,2
0,62,5
11,62,10
15,62,9
22,62,3
24,62,10
31,62,4
35,62,4
45,62,7
68,62,4
76,62,8
82,62,8
86,62,7
88,62,6
94,62,6
97,62,7
105,62,5
106,62,3
122,62,1
133,62,4
136,62,5
148,62,6
150,62,7
158,62,10
167,62,10
169,62,4
170,62,5
171,62,1
180,62,7
188,62,7
205,62,5
206,62,4
210,62,7
214,62,3
221,62,3
228,62,6
230,62,2
236,62,9
238,62,7
245,62,1
251,62,4
281,62,4
283,62,2
288,62,3
292,62,7
297,62,9
8,63,5
11,63,8
39,63,2
43,63,3
44,63,2
46,63,5
47,63,1
60,63,1
75,63,4
76,63,5
77,63,7
93,63,9
102,63,2
111,63,7
119,63,5
123,63,5
134,63,9
143,63,4
148,63,9
149,63,2
150,63,5
155,63,9
166,63,5
173,63,4
174,63,6
196,63,5
207,63,4
211,63,2
218,63,5
229,63,10
233,63,6
248,63,5
251,63,1
252,63,8
254,63,9
257,63,10
263,63,7
265,63,5
268,63,2
2,64,1
8,64,8
13,64,6
22,64,9
24,64,6
30,64,8
50,64,10
55,64,2
56,64,3
57,64,9
69,64,3
95,64,4
99,64,2
111,64,4
112,64,8
115,64,1
119,64,9
130,64,8
131,64,10
132,64,9
141,64,8
145,64,3
154,64,6
158,64,4
162,64,10
163,64,5
167,64,4
169,64,7
183,64,5
194,64,5
197,64,9
208,64,4
212,64,6
221,64,5
223,64,7
225,64,4
227,64,5
232,64,4
233,64,10
258,64,5
260,64,4
264,64,4
266,64,5
270,64,6
273,64,8
287,64,1
293,64,10
297,64,10
298,64,7
299,64,9
12,65,7
13,65,1
14,65,1
20,65,1
22,65,2
41,65,4
55,65,2
59,65,3
73,65,3
95,65,5
106,65,9
117,65,9
121,65,4
130,65,2
135,65,10
152,65,5
156,65,3
161,65,3
185,65,6
202,65,1
207,65,9
208,65,9
213,65,6
243,65,9
244,65,6
252,65,1
253,65,10
266,65,10
274,65,7
279,65,8
281,65,3
287,65,4
291,65,7
299,65,6
1,66,8
2,66,7
24,66,5
27,66,1
31,66,10
36,66,2
57,66,4
59,66,10
72,66,1
79,66,4
84,66,1
87,66,6
90,66,6
99,66,10
105,66,9
109,66,9
110,66,1
113,66,6
122,66,7
125,66,10
128,66,8
129,66,4
132,66,4
133,66,9
140,66,1
146,66,10
150,66,9
153,66,5
157,66,7
158,66,2
165,66,3
189,66,8
209,66,2
212,66,5
221,66,5
224,66,8
239,66,10
241,66,1
250,66,10
260,66,2
262,66,3
263,66,1
276,66,7
284,66,3
290,66,5
296,66,3
299,66,6
20,67,6
27,67,1
28,67,2
34,67,1
43,67,1
52,67,3
56,67,8
61,67,7
63,67,7
88,67,2
121,67,10
124,67,1
131,67,4
136,67,7
137,67,1
141,67,7
148,67,9
149,67,3
154,67,10
163,67,5
176,67,9
178,67,2
182,67,6
187,67,5
196,67,4
213,67,4
221,67,5
223,67,8
227,67,1
243,67,5
244,67,7
247,67,9
250,67,5
258,67,6
262,67,5
264,67,7
269,67,10
274,67,5
281,67,1
291,67,2
294,67,10
0,68,2
20,68,6
23,68,10
24,68,5
28,68,8
55,68,3
60,68,8
66,68,1
77,68,3
78,68,3
79,68,3
81,68,9
83,68,5
84,68,4
88,68,9
94,68,6
108,68,3
120,68,9
124,68,7
139,68,3
148,68,2
149,68,8
150,68,3
152,68,5
165,68,6
168,68,8
170,68,9
173,68,5
187,68,9
188,68,3
191,68,8
198,68,9
199,68,8
201,68,4
206,68,5
257,68,1
258,68,3
261,68,7
269,68,3
271,68,3
279,68,8
285,68,1
292,68,8
293,68,10
5,69,10
7,69,4
14,69,9
22,69,9
23,69,10
38,69,9
46,69,4
49,69,4
50,69,8
54,69,8
71,69,1
72,69,2
76,69,10
82,69,9
84,69,1
92,69,3
105,69,6
106,69,4
110,69,1
115,69,3
117,69,6
123,69,10
124,69,10
125,69,4
130,69,1
154,69,5
156,69,10
164,69,6
181,69,9
191,69,9
200,69,10
202,69,8
204,69,8
215,69,1
229,69,1
230,69,4
240,69,1
245,69,2
268,69,9
272,69,6
13,70,2
17,70,6
22,70,3
32,70,4
33,70,9
37,70,7
40,70,7
49,70,1
54,70,5
58,70,7
63,70,5
66,70,6
68,70,3
76,70,5
81,70,9
83,70,6
110,70,3
121,70,9
123,70,7
133,70,4
134,70,3
136,70,9
139,70,4
141,70,7
155,70,3
156,70,5
163,70,8
170,70,10
215,70,10
216,70,6
224,70,2
230,70,3
233,70,4
236,70,10
237,70,6
246,70,4
253,70,10
260,70,3
265,70,1
267,70,8
268,70,3
283,70,9
297,70,4
1,71,1
2,71,10
10,71,9
16,71,5
18,71,7
19,71,7
20,71,2
25,71,1
28,71,5
51,71,4
59,71,6
63,71,4
65,71,1
66,71,4
73,71,3
81,71,8
86,71,4
101,71,8
103,71,5
105,71,5
106,71,10
108,71,9
116,71,1
124,71,4
131,71,4
134,71,10
135,71,6
137,71,5
144,71,9
148,71,3
152,71,6
155,71,3
167,71,7
184,71,6
190,71,6
191,71,2
194,71,3
195,71,7
196,71,10
207,71,3
224,71,8
225,71,1
241,71,8
242,71,9
243,71,4
246,71,9
248,71,2
254,71,3
255,71,2
259,71,6
264,71,5
265,71,9
280,71,10
281,71,9
7,72,3
10,72,7
19,72,4
20,72,6
27,72,8
28,72,10
29,72,2
46,72,10
65,72,2
68,72,7
69,72,10
91,72,3
104,72,6
117,72,2
130,72,3
136,72,8
140,72,3
147,72,2
148,72,3
166,72,6
168,72,4
171,72,8
174,72,5
176,72,6
183,72,4
187,72,5
194,72,4
202,72,6
217,72,8
218,72,9
229,72,2
250,72,6
283,72,2
290,72,3
297,72,5
0,73,10
4,73,4
15,73,3
16,73,8
19,73,2
29,73,10
44,73,6
50,73,1
51,73,2
55,73,9
57,73,9
64,73,6
75,73,6
76,73,1
97,73,9
119,73,1
121,73,4
126,73,10
131,73,2
132,73,2
134,73,6
140,73,7
152,73,10
155,73,7
180,73,5
206,73,10
216,73,7
218,73,2
221,73,5
229,73,8
237,73,8
239,73,4
247,73,3
248,73,8
251,73,5
262,73,5
263,73,10
267,73,6
270,73,10
271,73,7
275,73,8
277,73,8
285,73,1
286,73,2
293,73,7
294,73,1
295,73,8
296,73,5
3,74,10
6,74,8
8,74,9
9,74,5
17,74,2
32,74,6
37,74,9
43,74,7
47,74,5
51,74,6
68,74,8
70,74,5
73,74,10
82,74,9
85,74,1
91,74,2
96,74,4
111,74,10
113,74,7
116,74,10
121,74,3
132,74,3
168,74,3
170,74,6
172,74,10
176,74,9
177,74,9
190,74,4
194,74,6
199,74,4
202,74,9
206,74,9
209,74,7
219,74,1
224,74,5
227,74,6
250,74,9
256,74,1
257,74,9
263,74,7
289,74,2
293,74,10
295,74,9
6,75,7
12,75,1
32,75,6
36,75,1
55,75,10
64,75,3
69,75,10
71,75,8
92,75,9
94,75,8
112,75,1
118,75,5
139,75,6
144,75,7
145,75,2
165,75,9
172,75,8
179,75,4
185,75,2
193,75,4
194,75,3
197,75,2
202,75,4
209,75,2
216,75,5
219,75,9
231,75,4
248,75,9
255,75,4
272,75,2
294,75,7
295,75,4
296,75,5
4,76,5
6,76,6
10,76,3
13,76,5
14,76,1
15,76,4
27,76,5
35,76,6
38,76,7
50,76,8
51,76,8
56,76,7
61,76,3
66,76,8
90,76,10
91,76,4
95,76,9
105,76,5
108,76,8
110,76,5
112,76,10
114,76,2
119,76,4
123,76,5
124,76,3
125,76,5
183,76,3
189,76,10
191,76,8
213,76,7
222,76,10
224,76,6
226,76,7
236,76,1
237,76,10
253,76,1
262,76,5
263,76,10
271,76,6
282,76,4
286,76,10
292,76,1
295,76,4
1,77,5
11,77,3
18,77,6
19,77,9
26,77,5
41,77,9
56,77,4
59,77,4
80,77,6
83,77,4
88,77,6
90,77,4
93,77,7
95,77,2
98,77,6
117,77,3
122,77,8
123,77,2
124,77,4
178,77,8
184,77,9
192,77,6
200,77,2
208,77,1
209,77,1
210,77,5
213,77,4
216,77,1
229,77,7
238,77,7
241,77,10
250,77,4
258,77,7
274,77,5
277,77,7
289,77,10
0,78,8
3,78,7
6,78,2
9,78,3
10,78,9
15,78,7
19,78,8
20,78,1
21,78,2
38,78,7
40,78,2
41,78,3
50,78,2
55,78,9
60,78,7
63,78,6
64,78,4
65,78,4
70,78,3
92,78,9
107,78,8
113,78,5
126,78,6
177,78,5
181,78,7
183,78,8
185,78,8
192,78,4
198,78,5
202,78,7
204,78,9
205,78,6
207,78,8
228,78,5
233,78,2
237,78,2
262,78,1
264,78,1
266,78,3
274,78,10
277,78,1
292,78,8
293,78,9
298,78,5
10,79,8
13,79,7
21,79,2
34,79,3
41,79,10
43,79,4
46,79,6
56,79,8
57,79,5
62,79,5
64,79,2
69,79,7
71,79,5
75,79,8
81,79,10
98,79,9
102,79,10
104,79,10
107,79,10
117,79,1
119,79,1
120,79,2
121,79,6
125,79,9
179,79,8
184,79,5
187,79,2
191,79,5
193,79,10
197,79,1
207,79,4
209,79,9
215,79,8
226,79,10
230,79,5
242,79,9
244,79,5
245,79,4
246,79,8
247,79,5
262,79,10
265,79,4
266,79,1
280,79,10
281,79,5
285,79,10
289,79,1
294,79,9
295,79,2
6,80,1
7,80,9
8,80,2
18,80,3
34,80,9
38,80,2
50,80,2
63,80,6
67,80,4
76,80,5
84,80,8
92,80,4
94,80,5
108,80,7
125,80,1
178,80,3
184,80,4
190,80,7
192,80,5
199,80,3
204,80,2
210,80,2
244,80,1
253,80,4
254,80,9
260,80,5
266,80,8
272,80,2
275,80,1
278,80,1
291,80,6
294,80,10
296,80,3
6,81,6
12,81,10
18,81,1
20,81,3
25,81,8
26,81,10
28,81,7
29,81,7
38,81,6
41,81,10
45,81,9
51,81,10
66,81,8
69,81,3
70,81,3
78,81,10
103,81,3
108,81,6
112,81,7
113,81,9
123,81,10
188,81,6
192,81,8
206,81,8
208,81,10
211,81,2
212,81,4
214,81,5
227,81,5
232,81,1
239,81,4
252,81,5
253,81,9
256,81,3
257,81,8
258,81,6
267,81,4
270,81,4
271,81,2
278,81,7
297,81,2
2,82,6
10,82,1
18,82,8
19,82,10
24,82,7
34,82,9
41,82,9
57,82,9
67,82,2
77,82,2
80,82,7
85,82,4
87,82,8
91,82,6
100,82,6
101,82,1
102,82,9
118,82,9
125,82,2
181,82,7
182,82,3
193,82,10
196,82,3
197,82,7
198,82,7
205,82,4
206,82,10
207,82,1
223,82,2
224,82,1
234,82,2
237,82,9
244,82,7
252,82,2
259,82,10
266,82,8
269,82,1
270,82,8
275,82,6
277,82,10
281,82,9
284,82,10
289,82,9
294,82,8
0,83,1
4,83,7
5,83,4
6,83,7
18,83,5
19,83,7
32,83,10
36,83,4
48,83,4
54,83,8
65,83,6
70,83,6
71,83,7
76,83,8
77,83,2
87,83,7
178,83,8
184,83,1
188,83,2
190,83,6
200,83,9
209,83,1
213,83,10
214,83,10
215,83,1
217,83,6
221,83,3
225,83,8
229,83,2
245,83,7
246,83,5
250,83,9
260,83,8
263,83,5
266,83,5
268,83,7
274,83,10
276,83,4
279,83,10
280,83,4
288,83,2
297,83,2
298,83,9
4,84,10
9,84,4
12,84,10
13,84,9
16,84,10
21,84,3
22,84,3
29,84,2
38,84,3
39,84,6
40,84,9
42,84,4
47,84,1
53,84,5
59,84,4
72,84,7
76,84,2
80,84,1
81,84,5
98,84,4
100,84,8
102,84,8
114,84,5
117,84,7
195,84,6
202,84,8
210,84,9
218,84,10
238,84,4
260,84,8
265,84,7
268,84,8
269,84,8
277,84,7
278,84,4
290,84,8
295,84,8
297,84,10
299,84,4
2,85,3
13,85,3
17,85,10
19,85,1
21,85,3
25,85,6
26,85,4
34,85,7
42,85,8
45,85,4
47,85,5
55,85,8
62,85,4
64,85,6
70,85,6
79,85,9
86,85,5
87,85,8
90,85,6
95,85,6
105,85,4
112,85,5
122,85,2
125,85,1
127,85,7
176,85,3
180,85,10
185,85,7
192,85,2
197,85,1
206,85,4
208,85,7
218,85,2
220,85,7
227,85,6
240,85,3
242,85,10
266,85,9
267,85,4
279,85,4
293,85,7
295,85,7
299,85,8
1,86,10
5,86,9
6,86,6
22,86,4
47,86,8
60,86,2
67,86,9
72,86,5
75,86,2
92,86,4
94,86,6
95,86,4
102,86,9
103,86,1
108,86,1
112,86,3
125,86,6
126,86,2
180,86,4
183,86,6
200,86,10
202,86,2
203,86,5
205,86,10
212,86,8
219,86,7
235,86,4
237,86,3
260,86,4
261,86,7
275,86,2
280,86,2
4,87,4
7,87,9
14,87,3
24,87,5
27,87,5
28,87,4
29,87,2
33,87,1
39,87,1
47,87,7
48,87,10
50,87,2
56,87,5
58,87,9
68,87,6
69,87,4
82,87,2
84,87,9
85,87,1
88,87,10
89,87,9
91,87,3
96,87,2
97,87,6
103,87,7
105,87,4
113,87,7
116,87,4
118,87,5
126,87,2
182,87,10
188,87,10
196,87,6
200,87,9
206,87,9
210,87,2
214,87,9
218,87,5
231,87,5
234,87,2
243,87,3
257,87,7
258,87,10
264,87,3
267,87,7
268,87,2
277,87,1
279,87,10
288,87,10
290,87,1
292,87,4
4,88,8
8,88,1
24,88,1
28,88,4
32,88,4
40,88,8
41,88,3
66,88,3
69,88,5
75,88,7
80,88,1
82,88,7
96,88,5
102,88,2
106,88,8
107,88,1
109,88,9
112,88,9
189,88,8
191,88,6
192,88,9
195,88,6
212,88,5
226,88,1
248,88,7
252,88,8
260,88,8
269,88,5
283,88,9
285,88,1
5,89,3
6,89,3
19,89,1
29,89,3
38,89,7
40,89,7
46,89,3
47,89,2
48,89,9
50,89,1
55,89,6
57,89,1
58,89,4
66,89,7
84,89,1
103,89,1
105,89,7
119,89,7
122,89,5
179,89,4
186,89,7
191,89,6
206,89,6
209,89,9
216,89,1
219,89,7
220,89,2
241,89,2
242,89,4
245,89,5
246,89,6
252,89,3
253,89,4
257,89,4
261,89,2
264,89,4
280,89,5
281,89,4
287,89,3
290,89,10
291,89,1
293,89,1
297,89,8
8,90,2
9,90,8
18,90,10
25,90,6
30,90,7
31,90,9
49,90,3
53,90,7
54,90,9
71,90,7
81,90,9
83,90,4
88,90,4
93,90,1
98,90,4
99,90,6
100,90,7
112,90,5
113,90,8
120,90,5
121,90,1
182,90,10
191,90,8
203,90,2
209,90,4
223,90,6
227,90,10
229,90,4
242,90,1
244,90,3
263,90,2
265,90,5
268,90,1
271,90,1
273,90,5
279,90,3
284,90,5
293,90,9
296,90,3
298,90,7
0,91,5
6,91,6
13,91,5
23,91,10
29,91,6
41,91,6
49,91,1
54,91,7
59,91,1
66,91,6
71,91,7
79,91,3
81,91,4
91,91,10
96,91,2
97,91,7
102,91,2
107,91,6
112,91,2
185,91,4
193,91,6
198,91,7
199,91,10
200,91,9
211,91,7
215,91,9
217,91,3
220,91,2
222,91,5
228,91,5
229,91,2
241,91,3
243,91,2
254,91,8
262,91,2
267,91,4
282,91,2
285,91,9
287,91,6
289,91,4
295,91,2
297,91,2
3,92,10
8,92,3
13,92,1
15,92,4
26,92,5
30,92,3
38,92,5
40,92,9
55,92,10
58,92,9
59,92,4
65,92,8
67,92,6
70,92,7
81,92,10
84,92,7
89,92,8
95,92,8
103,92,6
104,92,10
106,92,9
111,92,10
112,92,6
116,92,8
118,92,1
119,92,4
120,92,2
183,92,1
187,92,8
192,92,9
201,92,8
217,92,4
220,92,9
227,92,10
230,92,5
233,92,9
237,92,3
243,92,4
258,92,10
276,92,8
291,92,10
298,92,1
6,93,10
21,93,6
22,93,6
33,93,3
35,93,6
43,93,2
47,93,6
50,93,4
56,93,1
57,93,3
65,93,7
91,93,7
108,93,1
118,93,9
181,93,10
193,93,2
194,93,1
200,93,7
215,93,5
216,93,7
221,93,10
228,93,4
234,93,1
244,93,7
260,93,6
265,93,5
268,93,4
277,93,8
283,93,1
4,94,5
6,94,2
8,94,1
18,94,2
23,94,10
25,94,3
28,94,2
29,94,1
31,94,9
40,94,1
64,94,6
71,94,7
85,94,10
91,94,5
92,94,3
93,94,6
97,94,10
113,94,10
124,94,1
180,94,6
181,94,10
190,94,4
192,94,9
207,94,10
215,94,6
219,94,2
228,94,8
230,94,10
234,94,6
243,94,10
258,94,9
266,94,5
274,94,3
290,94,3
299,94,8
3,95,7
11,95,3
18,95,1
30,95,6
45,95,9
49,95,3
59,95,2
64,95,5
72,95,10
104,95,1
106,95,5
108,95,4
112,95,1
117,95,3
123,95,1
178,95,6
180,95,10
186,95,1
187,95,4
191,95,1
192,95,1
206,95,6
209,95,4
211,95,4
216,95,1
217,95,5
227,95,4
232,95,7
259,95,4
264,95,6
266,95,3
271,95,5
278,95,5
290,95,4
293,95,3
5,96,7
10,96,1
11,96,7
16,96,3
23,96,8
41,96,4
43,96,4
45,96,1
52,96,7
55,96,6
57,96,9
60,96,9
69,96,6
72,96,7
74,96,1
81,96,4
103,96,1
104,96,3
110,96,5
122,96,4
127,96,9
178,96,9
184,96,4
191,96,8
201,96,7
206,96,7
213,96,7
215,96,9
218,96,10
220,96,7
221,96,5
245,96,10
248,96,4
250,96,6
260,96,6
264,96,4
277,96,10
284,96,2
292,96,4
297,96,10
1,97,6
33,97,1
42,97,1
48,97,3
67,97,8
79,97,3
80,97,7
82,97,5
89,97,5
91,97,7
92,97,10
100,97,9
102,97,1
117,97,10
118,97,2
121,97,5
122,97,6
123,97,2
126,97,6
127,97,4
177,97,4
180,97,9
183,97,4
185,97,2
189,97,5
193,97,7
200,97,1
207,97,10
208,97,5
214,97,4
218,97,10
221,97,4
224,97,8
227,97,7
236,97,9
242,97,2
252,97,10
266,97,7
276,97,8
281,97,4
296,97,9
298,97,3
4,98,10
11,98,7
16,98,2
17,98,5
20,98,4
21,98,5
34,98,4
50,98,4
61,98,7
66,98,10
82,98,2
85,98,5
93,98,10
105,98,1
110,98,9
121,98,6
125,98,7
126,98,4
183,98,6
190,98,2
191,98,3
207,98,2
210,98,8
212,98,3
213,98,5
236,98,1
240,98,5
267,98,1
279,98,9
285,98,8
5,99,7
17,99,1
25,99,3
26,99,2
42,99,2
44,99,7
60,99,5
72,99,9
73,99,4
75,99,4
87,99,6
91,99,10
96,99,10
98,99,10
102,99,9
108,99,10
109,99,6
119,99,2
191,99,1
194,99,1
200,99,7
206,99,3
209,99,10
211,99,10
226,99,8
229,99,2
236,99,5
253,99,3
258,99,1
260,99,6
261,99,5
262,99,1
263,99,3
264,99,3
266,99,2
270,99,8
274,99,5
283,99,7
284,99,5
287,99,9
289,99,6
292,99,1
1,100,6
2,100,10
20,100,6
22,100,9
24,100,8
37,100,3
45,100,4
50,100,6
58,100,1
69,100,8
72,100,1
77,100,10
100,100,8
113,100,9
114,100,3
122,100,10
123,100,7
127,100,2
184,100,2
186,100,2
190,100,5
199,100,5
208,100,6
211,100,6
212,100,8
227,100,3
230,100,5
232,100,1
233,100,8
245,100,6
246,100,9
249,100,6
255,100,2
276,100,8
279,100,4
282,100,7
291,100,7
21,101,3
22,101,7
25,101,4
41,101,4
61,101,7
63,101,3
68,101,5
70,101,2
72,101,3
73,101,4
92,101,5
105,101,1
115,101,3
120,101,4
121,101,3
122,101,7
123,101,2
126,101,1
176,101,8
187,101,9
195,101,6
197,101,3
203,101,4
213,101,4
224,101,9
234,101,2
248,101,3
269,101,5
277,101,1
299,101,3
6,102,8
7,102,10
8,102,3
9,102,1
16,102,9
21,102,1
37,102,8
51,102,6
56,102,3
74,102,5
82,102,7
88,102,5
90,102,4
91,102,10
92,102,3
108,102,6
124,102,3
180,102,4
190,102,2
191,102,1
194,102,9
198,102,4
199,102,10
200,102,6
206,102,1
221,102,4
226,102,7
228,102,9
233,102,5
234,102,1
238,102,6
239,102,1
241,102,4
246,102,5
265,102,1
266,102,4
272,102,7
279,102,9
280,102,6
281,102,6
282,102,3
286,102,2
288,102,6
290,102,1
296,102,2
1,103,1
4,103,5
14,103,9
20,103,6
25,103,1
28,103,2
31,103,9
44,103,1
51,103,5
61,103,2
67,103,9
68,103,7
76,103,8
79,103,3
82,103,2
91,103,5
94,103,5
95,103,7
101,103,7
102,103,8
108,103,8
128,103,8
130,103,4
136,103,6
144,103,4
148,103,8
149,103,4
150,103,5
153,103,2
170,103,10
174,103,8
184,103,5
185,103,10
189,103,8
208,103,8
230,103,1
231,103,4
240,103,4
241,103,6
256,103,6
260,103,8
265,103,8
276,103,5
6,104,2
7,104,10
12,104,3
19,104,3
20,104,10
29,104,9
40,104,9
48,104,8
65,104,3
70,104,5
88,104,10
100,104,7
102,104,5
106,104,7
108,104,3
115,104,7
123,104,1
132,104,4
133,104,10
134,104,2
135,104,10
146,104,3
149,104,7
152,104,6
156,104,4
157,104,3
163,104,6
170,104,10
176,104,8
184,104,5
193,104,5
212,104,7
217,104,3
222,104,7
226,104,7
232,104,2
233,104,4
244,104,5
249,104,10
254,104,1
262,104,8
273,104,1
277,104,7
278,104,6
0,105,6
1,105,3
2,105,6
4,105,4
48,105,3
58,105,3
63,105,8
67,105,4
70,105,8
74,105,7
81,105,8
86,105,9
88,105,2
99,105,2
104,105,3
105,105,3
113,105,9
114,105,5
121,105,8
124,105,7
126,105,8
133,105,9
135,105,3
142,105,4
146,105,1
149,105,5
158,105,4
161,105,3
170,105,9
178,105,7
180,105,1
194,105,6
199,105,7
202,105,1
213,105,1
219,105,1
225,105,8
229,105,8
230,105,3
251,105,8
262,105,6
266,105,7
268,105,8
269,105,1
271,105,4
277,105,3
286,105,1
296,105,2
298,105,3
4,106,10
10,106,7
14,106,6
17,106,2
34,106,9
38,106,4
40,106,4
47,106,3
51,106,3
54,106,10
57,106,6
59,106,10
62,106,9
64,106,7
73,106,8
83,106,6
86,106,5
94,106,9
99,106,3
104,106,6
114,106,4
115,106,4
125,106,9
134,106,2
168,106,6
177,106,7
181,106,6
193,106,4
195,106,6
196,106,8
198,106,5
199,106,8
201,106,3
213,106,9
222,106,1
244,106,2
245,106,5
247,106,6
251,106,3
256,106,5
258,106,7
273,106,10
279,106,2
282,106,6
291,106,1
292,106,4
298,106,2
5,107,1
7,107,6
14,107,8
24,107,7
29,107,10
